person_id,rownum,binary_choice,price_to_inc,range,acceleration,top_speed,pollution,size,big_enough,luggage_space,operating_cost,station_availability,suv,sports_car,station_wagon,truck,van,ev,commute_x_ev,college_x_ev,cng,methanol,college_x_methanol,not_ev,not_cng,j,y
632,3795,0,3.7871010999999997,250,4.0,140,0.75,3,0,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
632,3796,0,3.7871010999999997,250,4.0,140,0.75,3,0,1.0,4,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,3,4
632,3797,1,4.0395745000000005,300,6.0,85,0.25,2,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
632,3798,0,4.0395745000000005,300,6.0,85,0.25,2,0,1.0,6,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
633,3799,0,4.8177056,125,4.0,65,0.0,3,0,1.0,1,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4
633,3800,0,4.8177056,125,4.0,65,0.0,3,0,1.0,1,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4
633,3801,0,3.5329841,250,6.0,140,0.75,3,0,1.0,8,0.7,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
633,3802,0,3.5329841,250,6.0,140,0.75,3,0,1.0,8,0.7,0,0,0,1,0,0,0,0,0,1,1,1,0,3,4
633,3803,1,4.1753447999999995,300,2.5,85,0.25,2,0,1.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
633,3804,0,4.1753447999999995,300,2.5,85,0.25,2,0,1.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
634,3805,0,0.71222914,125,2.5,85,0.0,2,0,0.7,8,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
634,3806,0,0.71222914,125,2.5,85,0.0,2,0,0.7,8,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2
634,3807,1,0.83093399,300,4.0,140,0.25,3,0,0.7,2,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
634,3808,0,0.83093399,300,4.0,140,0.25,3,0,0.7,2,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2
634,3809,0,1.0683437,250,6.0,85,0.6,3,0,1.0,4,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2
634,3810,0,1.0683437,250,6.0,85,0.6,3,0,1.0,4,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,2
635,3811,1,4.8177056,125,6.0,100,0.0,3,1,0.7,4,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0
635,3812,0,4.8177056,125,6.0,100,0.0,3,1,0.7,4,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
635,3813,0,5.1388859,300,2.5,85,0.4,3,1,1.0,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
635,3814,0,5.1388859,300,2.5,85,0.4,3,1,1.0,4,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,0
635,3815,0,3.5329841,250,4.0,95,0.75,2,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,0
635,3816,0,3.5329841,250,4.0,95,0.75,2,0,1.0,6,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,0
636,3817,0,6.0700690999999996,75,4.0,65,0.0,0,0,0.7,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
636,3818,0,6.0700690999999996,75,4.0,65,0.0,0,0,0.7,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2
636,3819,1,6.3459814,250,6.0,110,0.25,1,0,0.7,4,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
636,3820,0,6.3459814,250,6.0,110,0.25,1,0,0.7,4,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2
636,3821,0,4.690508,400,2.5,140,0.6,2,0,1.0,6,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2
636,3822,0,4.690508,400,2.5,140,0.6,2,0,1.0,6,0.3,0,0,1,0,0,0,0,0,0,1,1,1,0,5,2
637,3823,0,3.2118037,200,2.5,65,0.0,3,1,0.7,4,0.0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,3
637,3824,0,3.2118037,200,2.5,65,0.0,3,1,0.7,4,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,3
637,3825,0,3.2118037,75,4.0,110,0.6,3,1,1.0,6,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,2,3
637,3826,1,3.2118037,75,4.0,110,0.6,3,1,1.0,6,0.1,0,0,0,1,0,0,0,0,1,0,0,1,1,3,3
637,3827,0,1.9270822,300,6.0,140,0.25,2,0,1.0,8,0.3,0,0,1,0,0,0,0,0,0,1,1,1,0,4,3
637,3828,0,1.9270822,300,6.0,140,0.25,2,0,1.0,8,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,5,3
638,3829,0,3.8017382000000004,200,2.5,100,0.0,3,0,0.7,4,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1
638,3830,1,3.8017382000000004,200,2.5,100,0.0,3,0,0.7,4,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1
638,3831,0,4.6962648,300,4.0,95,0.25,2,0,1.0,2,0.7,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1
638,3832,0,4.6962648,300,4.0,95,0.25,2,0,1.0,2,0.7,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1
638,3833,0,5.143528099999999,350,6.0,110,0.5,3,0,1.0,4,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,1
638,3834,0,5.143528099999999,350,6.0,110,0.5,3,0,1.0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1
639,3835,0,4.796994799999999,75,4.0,140,0.6,3,0,0.7,6,0.3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3
639,3836,0,4.796994799999999,75,4.0,140,0.6,3,0,0.7,6,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,3
639,3837,0,5.3019416,300,6.0,85,0.25,2,0,1.0,8,0.7,0,0,0,1,0,0,0,0,0,1,1,1,0,2,3
639,3838,1,5.3019416,300,6.0,85,0.25,2,0,1.0,8,0.7,0,0,0,0,1,0,0,0,0,1,1,1,0,3,3
639,3839,0,5.806888400000001,350,2.5,95,0.5,3,0,1.0,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3
639,3840,0,5.806888400000001,350,2.5,95,0.5,3,0,1.0,2,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,3
640,3841,0,4.690508,200,4.0,65,0.0,3,0,1.0,1,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,4
640,3842,0,4.690508,200,4.0,65,0.0,3,0,1.0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4
640,3843,0,5.2423324000000004,75,6.0,110,0.6,3,0,0.7,2,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,2,4
640,3844,0,5.2423324000000004,75,6.0,110,0.6,3,0,0.7,2,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,4
640,3845,1,5.7941569,300,2.5,140,0.25,2,0,1.0,4,0.1,0,0,0,1,0,0,0,0,0,1,1,1,0,4,4
640,3846,0,5.7941569,300,2.5,140,0.25,2,0,1.0,4,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,4
641,3847,1,3.3544748999999996,125,6.0,100,0.0,2,0,1.0,4,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
641,3848,0,3.3544748999999996,125,6.0,100,0.0,2,0,1.0,4,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0
641,3849,0,3.5781065,300,2.5,85,0.25,3,0,1.0,6,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0
641,3850,0,3.5781065,300,2.5,85,0.25,3,0,1.0,6,0.3,0,0,1,0,0,0,0,0,1,0,0,1,1,3,0
641,3851,0,2.9072116,300,4.0,110,1.0,3,0,1.0,2,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
641,3852,0,2.9072116,300,4.0,110,1.0,3,0,1.0,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0
642,3853,0,4.8568222,125,4.0,85,0.0,2,0,1.0,4,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4
642,3854,0,4.8568222,125,4.0,85,0.0,2,0,1.0,4,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,4
642,3855,0,5.3680666,300,6.0,140,0.25,3,0,0.7,8,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
642,3856,0,5.3680666,300,6.0,140,0.25,3,0,0.7,8,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,3,4
642,3857,1,5.879311,250,2.5,85,0.6,3,0,1.0,2,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,4,4
642,3858,0,5.879311,250,2.5,85,0.6,3,0,1.0,2,0.3,0,0,1,0,0,0,0,0,0,1,0,1,0,5,4
643,3859,0,3.3230888,300,4.0,85,0.6,3,1,1.0,8,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
643,3860,0,3.3230888,300,4.0,85,0.6,3,1,1.0,8,0.3,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2
643,3861,1,3.8343333,250,6.0,95,0.25,2,0,1.0,2,0.7,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
643,3862,0,3.8343333,250,6.0,95,0.25,2,0,1.0,2,0.7,0,0,0,0,1,0,0,0,0,1,0,1,0,3,2
643,3863,0,4.0899555,300,2.5,110,0.5,3,1,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
643,3864,0,4.0899555,300,2.5,110,0.5,3,1,1.0,4,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,2
644,3865,0,6.6218936,125,6.0,100,0.0,2,0,1.0,1,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,2
644,3866,0,6.6218936,125,6.0,100,0.0,2,0,1.0,1,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,2
644,3867,1,5.2423324000000004,250,2.5,95,0.4,3,0,1.0,2,0.1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2
644,3868,0,5.2423324000000004,250,2.5,95,0.4,3,0,1.0,2,0.1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2
644,3869,0,5.7941569,300,4.0,110,0.75,3,0,1.0,4,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,2
644,3870,0,5.7941569,300,4.0,110,0.75,3,0,1.0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,2
645,3871,0,6.7447878,75,6.0,95,0.25,3,0,0.7,8,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4
645,3872,0,6.7447878,75,6.0,95,0.25,3,0,0.7,8,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4
645,3873,0,7.3871485,300,2.5,110,0.6,3,0,1.0,2,0.1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4
645,3874,0,7.3871485,300,2.5,110,0.6,3,0,1.0,2,0.1,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4
645,3875,1,5.4600663,350,4.0,140,1.0,2,0,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
645,3876,0,5.4600663,350,4.0,140,1.0,2,0,1.0,4,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
646,3877,0,6.0700690999999996,125,4.0,65,0.0,3,0,1.0,8,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,4
646,3878,0,6.0700690999999996,125,4.0,65,0.0,3,0,1.0,8,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,4
646,3879,0,6.3459814,300,6.0,110,0.1,2,0,0.7,8,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,4
646,3880,0,6.3459814,300,6.0,110,0.1,2,0,0.7,8,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4
646,3881,1,4.690508,250,2.5,140,0.4,3,0,1.0,2,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,4,4
646,3882,0,4.690508,250,2.5,140,0.4,3,0,1.0,2,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,5,4
647,3883,0,5.5544150000000005,125,2.5,55,0.0,2,0,0.7,8,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,5
647,3884,0,5.5544150000000005,125,2.5,55,0.0,2,0,0.7,8,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,5
647,3885,0,4.292047900000001,250,4.0,110,0.6,3,0,1.0,6,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,2,5
647,3886,0,4.292047900000001,250,4.0,110,0.6,3,0,1.0,6,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,3,5
647,3887,0,4.796994799999999,300,6.0,140,1.0,3,0,1.0,8,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,5
647,3888,1,4.796994799999999,300,6.0,140,1.0,3,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,5
648,3889,0,1.1241313,75,2.5,95,0.25,2,0,1.0,2,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
648,3890,0,1.1241313,75,2.5,95,0.25,2,0,1.0,2,0.1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2
648,3891,1,1.4453117,300,4.0,110,0.6,3,0,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2
648,3892,0,1.4453117,300,4.0,110,0.6,3,0,1.0,4,0.3,0,0,0,0,1,0,0,0,0,1,0,1,0,3,2
648,3893,0,1.6059018999999999,350,6.0,140,1.0,1,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
648,3894,0,1.6059018999999999,350,6.0,140,1.0,1,0,1.0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,2
649,3895,0,6.7447878,300,2.5,95,0.4,3,0,0.7,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4
649,3896,0,6.7447878,300,2.5,95,0.4,3,0,0.7,4,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4
649,3897,0,7.3871485,250,4.0,110,0.75,3,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
649,3898,0,7.3871485,250,4.0,110,0.75,3,0,1.0,6,0.1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,4
649,3899,1,5.4600663,300,6.0,140,0.25,2,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
649,3900,0,5.4600663,300,6.0,140,0.25,2,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
650,3901,1,1.2847215,200,2.5,85,0.0,3,0,0.7,8,0.0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
650,3902,0,1.2847215,200,2.5,85,0.0,3,0,0.7,8,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
650,3903,0,1.4453117,75,4.0,140,0.4,3,0,1.0,6,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0
650,3904,0,1.4453117,75,4.0,140,0.4,3,0,1.0,6,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,3,0
650,3905,0,1.6059018999999999,300,6.0,85,0.75,2,0,1.0,8,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,4,0
650,3906,0,1.6059018999999999,300,6.0,85,0.75,2,0,1.0,8,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,5,0
651,3907,0,6.0700690999999996,125,4.0,85,0.0,2,0,1.0,2,0.0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,4
651,3908,0,6.0700690999999996,125,4.0,85,0.0,2,0,1.0,2,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,4
651,3909,0,6.3459814,300,6.0,140,0.25,3,1,1.0,6,0.3,0,0,0,0,1,0,0,0,1,0,0,1,1,2,4
651,3910,0,6.3459814,300,6.0,140,0.25,3,1,1.0,6,0.3,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4
651,3911,1,4.690508,250,2.5,85,0.6,3,1,1.0,8,0.7,0,0,0,0,1,0,0,0,0,1,1,1,0,4,4
651,3912,0,4.690508,250,2.5,85,0.6,3,1,1.0,8,0.7,0,0,0,1,0,0,0,0,0,1,1,1,0,5,4
652,3913,0,0.96354111,200,4.0,85,0.0,1,0,1.0,4,0.0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2
652,3914,0,0.96354111,200,4.0,85,0.0,1,0,1.0,4,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,2
652,3915,1,1.1241313,75,6.0,140,0.4,2,0,1.0,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
652,3916,0,1.1241313,75,6.0,140,0.4,2,0,1.0,4,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2
652,3917,0,1.4453117,300,2.5,85,0.75,0,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2
652,3918,0,1.4453117,300,2.5,85,0.75,0,0,1.0,6,0.1,0,0,1,0,0,0,0,0,0,1,0,1,0,5,2
653,3919,1,2.7772075000000003,75,2.5,85,0.1,2,0,1.0,2,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
653,3920,0,2.7772075000000003,75,2.5,85,0.1,2,0,1.0,2,0.1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
653,3921,0,3.2821542999999997,300,4.0,95,0.4,3,0,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
653,3922,0,3.2821542999999997,300,4.0,95,0.4,3,0,1.0,4,0.3,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0
653,3923,0,3.7871010999999997,350,6.0,110,0.75,3,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
653,3924,0,3.7871010999999997,350,6.0,110,0.75,3,0,1.0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0
654,3925,0,3.5868589999999996,75,4.0,85,0.1,1,0,1.0,4,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2
654,3926,0,3.5868589999999996,75,4.0,85,0.1,1,0,1.0,4,0.3,0,0,0,1,0,0,0,0,1,0,0,1,1,1,2
654,3927,1,4.1386835,300,6.0,95,0.4,2,0,1.0,6,0.7,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2
654,3928,0,4.1386835,300,6.0,95,0.4,2,0,1.0,6,0.7,0,0,0,0,1,0,0,0,0,1,1,1,0,3,2
654,3929,0,4.4145957000000005,350,2.5,110,0.75,3,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2
654,3930,0,4.4145957000000005,350,2.5,110,0.75,3,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,2
655,3931,0,1.7893555,125,4.0,100,0.0,2,0,1.0,8,0.0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,3
655,3932,0,1.7893555,125,4.0,100,0.0,2,0,1.0,8,0.0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,3
655,3933,0,2.3006,250,6.0,95,0.4,3,1,1.0,8,0.7,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3
655,3934,1,2.3006,250,6.0,95,0.4,3,1,1.0,8,0.7,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
655,3935,0,2.5562222,300,2.5,110,0.75,3,1,1.0,2,1.0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,3
655,3936,0,2.5562222,300,2.5,110,0.75,3,1,1.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,3
656,3937,0,3.7871010999999997,75,2.5,110,0.4,3,1,1.0,2,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4
656,3938,0,3.7871010999999997,75,2.5,110,0.4,3,1,1.0,2,0.1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4
656,3939,0,4.0395745000000005,300,4.0,140,0.75,3,1,1.0,4,0.3,0,0,0,0,0,0,0,0,0,1,0,1,0,2,4
656,3940,0,4.0395745000000005,300,4.0,140,0.75,3,1,1.0,4,0.3,0,0,0,0,1,0,0,0,0,1,0,1,0,3,4
656,3941,1,2.7772075000000003,350,6.0,85,0.25,2,0,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
656,3942,0,2.7772075000000003,350,6.0,85,0.25,2,0,1.0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
657,3943,1,2.7591223,300,2.5,85,0.6,2,0,0.7,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
657,3944,0,2.7591223,300,2.5,85,0.6,2,0,0.7,4,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
657,3945,0,1.6554734,250,4.0,95,0.25,0,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
657,3946,0,1.6554734,250,4.0,95,0.25,0,0,1.0,6,0.1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0
657,3947,0,1.9313856,300,6.0,110,0.5,1,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
657,3948,0,1.9313856,300,6.0,110,0.5,1,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0
658,3949,1,5.7941569,300,2.5,95,0.4,3,0,0.7,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
658,3950,0,5.7941569,300,2.5,95,0.4,3,0,0.7,4,0.7,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0
658,3951,0,6.3459814,250,4.0,110,0.75,3,0,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0
658,3952,0,6.3459814,250,4.0,110,0.75,3,0,1.0,6,0.1,0,0,0,0,1,0,0,0,0,1,1,1,0,3,0
658,3953,0,4.690508,300,6.0,140,0.25,2,0,1.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0
658,3954,0,4.690508,300,6.0,140,0.25,2,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,0
659,3955,0,8.029509299999999,250,4.0,85,0.4,3,0,0.7,4,0.1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1
659,3956,1,8.029509299999999,250,4.0,85,0.4,3,0,0.7,4,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
659,3957,0,8.9930504,400,6.0,95,0.75,3,0,1.0,6,0.3,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1
659,3958,0,8.9930504,400,6.0,95,0.75,3,0,1.0,6,0.3,0,0,0,1,0,0,0,0,0,1,1,1,0,3,1
659,3959,0,10.277772,250,2.5,110,0.25,2,0,1.0,8,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1
659,3960,0,10.277772,250,2.5,110,0.25,2,0,1.0,8,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1
660,3961,0,9.429734199999999,125,6.0,65,0.0,2,0,1.0,8,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4
660,3962,0,9.429734199999999,125,6.0,65,0.0,2,0,1.0,8,0.0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,4
660,3963,0,11.414941,250,2.5,140,0.75,3,0,1.0,2,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
660,3964,0,11.414941,250,2.5,140,0.75,3,0,1.0,2,0.1,0,0,0,1,0,0,0,0,0,1,1,1,0,3,4
660,3965,1,8.4371306,300,4.0,85,0.25,1,0,1.0,4,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
660,3966,0,8.4371306,300,4.0,85,0.25,1,0,1.0,4,1.0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,4
661,3967,0,3.5994428,125,6.0,65,0.0,3,1,0.7,2,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
661,3968,0,3.5994428,125,6.0,65,0.0,3,1,0.7,2,0.0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,2
661,3969,1,4.0229067,300,2.5,110,0.1,2,0,1.0,4,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2
661,3970,0,4.0229067,300,2.5,110,0.1,2,0,1.0,4,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2
661,3971,0,4.4463705000000004,250,4.0,140,0.4,3,1,1.0,6,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,2
661,3972,0,4.4463705000000004,250,4.0,140,0.4,3,1,1.0,6,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,2
662,3973,0,5.6978330999999995,200,4.0,85,0.0,2,0,1.0,2,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,3
662,3974,0,5.6978330999999995,200,4.0,85,0.0,2,0,1.0,2,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,3
662,3975,0,4.035965099999999,75,6.0,140,0.4,3,0,0.7,2,0.7,0,0,0,0,0,0,0,0,1,0,0,1,1,2,3
662,3976,1,4.035965099999999,75,6.0,140,0.4,3,0,0.7,2,0.7,0,0,0,0,1,0,0,0,1,0,0,1,1,3,3
662,3977,0,4.5107845,300,2.5,85,0.75,1,0,1.0,4,0.1,0,0,0,0,0,0,0,0,0,1,1,1,0,4,3
662,3978,0,4.5107845,300,2.5,85,0.75,1,0,1.0,4,0.1,0,0,1,0,0,0,0,0,0,1,1,1,0,5,3
663,3979,0,4.3455777,200,2.5,55,0.0,3,0,0.7,1,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,4
663,3980,0,4.3455777,200,2.5,55,0.0,3,0,0.7,1,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,4
663,3981,0,2.8118444,75,4.0,95,0.1,1,0,1.0,6,0.1,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4
663,3982,0,2.8118444,75,4.0,95,0.1,1,0,1.0,6,0.1,0,0,0,0,1,0,0,0,1,0,0,1,1,3,4
663,3983,1,3.3230888,300,6.0,110,0.4,2,0,1.0,8,0.3,0,0,0,0,0,0,0,0,0,1,1,1,0,4,4
663,3984,0,3.3230888,300,6.0,110,0.4,2,0,1.0,8,0.3,0,0,1,0,0,0,0,0,0,1,1,1,0,5,4
664,3985,0,1.6618680000000001,300,4.0,140,0.1,2,0,0.7,2,0.3,0,0,0,0,0,0,0,0,1,0,0,1,1,0,4
664,3986,0,1.6618680000000001,300,4.0,140,0.1,2,0,0.7,2,0.3,0,0,0,1,0,0,0,0,1,0,0,1,1,1,4
664,3987,0,2.1366874,250,6.0,85,0.4,3,1,1.0,4,0.7,0,0,0,0,0,0,0,0,0,1,1,1,0,2,4
664,3988,0,2.1366874,250,6.0,85,0.4,3,1,1.0,4,0.7,0,0,0,0,1,0,0,0,0,1,1,1,0,3,4
664,3989,1,2.3740971,300,2.5,95,0.75,3,1,1.0,6,1.0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4
664,3990,0,2.3740971,300,2.5,95,0.75,3,1,1.0,6,1.0,0,0,1,0,0,0,0,0,0,0,0,1,1,5,4
665,3991,0,2.7940568999999997,125,6.0,55,0.0,2,0,0.7,8,0.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2
665,3992,0,2.7940568999999997,125,6.0,55,0.0,2,0,0.7,8,0.0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2
